1.000000000000000000e+00,2.847199999999999731e-01,1.045600000000000002e-01,2.655000000000000138e-01,1.844800000000000051e-01,2.770199999999999885e-01,2.731899999999999884e-01,1.143799999999999956e-01,1.024199999999999972e-01,3.140100000000000113e-01,2.867299999999999849e-01,1.493700000000000028e-01,5.466499999999999831e-02,2.628199999999999981e-01,1.255699999999999872e-01,-5.868099999999999705e-02,7.725100000000000022e-02,-7.296900000000000608e-02,-1.177799999999999958e-01,-7.517400000000000471e-02,9.158199999999999674e-02,-4.256399999999999767e-02,7.880800000000000305e-03,-1.738999999999999990e-01,-9.946599999999999886e-02,8.831700000000000661e-02,1.069500000000000034e-01,-2.117099999999999885e-02,-3.862800000000000261e-02,-4.464200000000000113e-02,-2.496700000000000030e-01,3.635900000000000243e-02
2.847199999999999731e-01,1.000000000000000000e+00,3.785499999999999976e-01,2.768999999999999934e-02,2.313699999999999923e-01,3.414499999999999758e-01,2.311900000000000066e-01,1.874699999999999978e-01,9.408900000000000596e-02,1.512400000000000133e-01,1.534399999999999931e-01,3.249900000000000011e-02,3.513299999999999756e-02,-7.317099999999999993e-02,1.313499999999999945e-01,1.487100000000000088e-01,1.558599999999999985e-01,1.024800000000000016e-01,4.053899999999999865e-02,4.898999999999999883e-02,6.001900000000000290e-02,4.937699999999999728e-02,1.499000000000000055e-01,-3.807300000000000267e-02,-3.323399999999999965e-02,4.925399999999999917e-02,3.013000000000000123e-01,1.625399999999999900e-01,4.387699999999999934e-01,5.827799999999999647e-01,-9.362799999999999248e-03,4.198799999999999755e-02
1.045600000000000002e-01,3.785499999999999976e-01,1.000000000000000000e+00,2.149000000000000077e-01,1.180299999999999960e-01,2.571200000000000152e-01,1.070699999999999985e-01,2.307299999999999907e-01,1.021900000000000065e-02,1.674299999999999955e-01,1.683999999999999941e-01,1.511800000000000088e-01,-1.392200000000000035e-02,7.927199999999999525e-02,1.318300000000000027e-01,5.013299999999999701e-02,6.331400000000000049e-03,4.605800000000000172e-02,1.105799999999999977e-01,1.330500000000000016e-01,6.439699999999999591e-02,9.976799999999999558e-02,6.425899999999999668e-02,1.341900000000000037e-01,-8.337899999999999479e-02,6.069499999999999895e-02,4.777100000000000096e-02,-3.930199999999999666e-02,5.065000000000000058e-02,1.731699999999999906e-01,-1.173300000000000037e-01,-2.025400000000000117e-02
2.655000000000000138e-01,2.768999999999999934e-02,2.149000000000000077e-01,1.000000000000000000e+00,4.423599999999999755e-01,4.647299999999999764e-01,3.577400000000000024e-02,2.939999999999999836e-01,2.063699999999999979e-01,2.096899999999999875e-01,3.232300000000000173e-01,6.299499999999999544e-02,3.049700000000000188e-01,1.408399999999999930e-01,2.146399999999999975e-01,8.200899999999999856e-02,1.021200000000000024e-01,1.020100000000000035e-01,1.001100000000000045e-01,1.393099999999999894e-01,8.255700000000000538e-02,-4.442299999999999721e-02,8.935500000000000387e-02,1.075799999999999951e-01,-1.010000000000000064e-01,6.755200000000000093e-02,9.635399999999999521e-02,7.508599999999999823e-03,-1.036099999999999938e-01,-5.256600000000000161e-02,-7.218299999999999716e-02,-6.831399999999999972e-02
1.844800000000000051e-01,2.313699999999999923e-01,1.180299999999999960e-01,4.423599999999999755e-01,1.000000000000000000e+00,4.913699999999999735e-01,1.383999999999999952e-01,3.411299999999999888e-01,5.470699999999999869e-02,1.539099999999999913e-01,1.739600000000000035e-01,2.178400000000000059e-01,2.238900000000000057e-01,1.012399999999999967e-01,-1.141999999999999960e-02,1.911799999999999958e-02,2.086699999999999944e-01,4.760999999999999954e-02,1.347399999999999987e-01,3.422500000000000195e-03,1.408200000000000007e-01,-3.740899999999999781e-02,1.184499999999999997e-01,-2.283500000000000113e-02,4.162400000000000128e-02,2.824999999999999734e-01,1.138900000000000051e-01,5.080099999999999894e-02,-7.105499999999999317e-02,1.539099999999999913e-01,-1.043299999999999957e-02,-2.615299999999999916e-02
2.770199999999999885e-01,3.414499999999999758e-01,2.571200000000000152e-01,4.647299999999999764e-01,4.913699999999999735e-01,1.000000000000000000e+00,1.952200000000000046e-01,2.341799999999999993e-01,1.979400000000000048e-01,1.760099999999999998e-01,2.366800000000000015e-01,1.208599999999999952e-01,3.441699999999999759e-01,3.304399999999999872e-03,2.416099999999999914e-01,5.209799999999999848e-02,6.791600000000000414e-02,1.228199999999999986e-01,8.275899999999999923e-02,8.816600000000000392e-04,-6.797300000000000043e-03,-1.791600000000000137e-01,-3.073199999999999890e-02,-5.190299999999999775e-02,-5.499600000000000322e-02,1.204899999999999999e-01,1.673800000000000010e-01,2.348200000000000010e-01,2.471099999999999963e-01,1.580999999999999905e-01,-3.990699999999999803e-02,-1.026299999999999990e-01
2.731899999999999884e-01,2.311900000000000066e-01,1.070699999999999985e-01,3.577400000000000024e-02,1.383999999999999952e-01,1.952200000000000046e-01,1.000000000000000000e+00,4.730800000000000005e-01,4.806799999999999962e-01,2.016999999999999904e-01,3.402600000000000069e-01,8.995799999999999630e-02,3.836700000000000180e-03,3.729199999999999876e-02,2.136899999999999911e-02,5.630199999999999788e-02,-1.113500000000000045e-01,-3.144399999999999973e-01,-1.860199999999999909e-01,-2.642700000000000049e-01,-1.286799999999999888e-01,-1.825499999999999901e-01,-5.818199999999999761e-02,-1.642299999999999871e-01,-9.284399999999999598e-02,4.371099999999999985e-02,4.025999999999999718e-02,3.173299999999999732e-02,-6.192199999999999788e-02,1.020500000000000018e-01,-4.822200000000000097e-02,-6.551500000000000032e-03
1.143799999999999956e-01,1.874699999999999978e-01,2.307299999999999907e-01,2.939999999999999836e-01,3.411299999999999888e-01,2.341799999999999993e-01,4.730800000000000005e-01,1.000000000000000000e+00,1.896899999999999975e-01,1.983300000000000063e-01,1.136500000000000010e-01,3.468199999999999755e-02,5.806299999999999656e-02,-1.474000000000000032e-01,8.110599999999999754e-02,3.610999999999999766e-01,1.559999999999999998e-01,-1.471800000000000053e-01,-9.428899999999999781e-02,-4.172100000000000114e-02,1.752199999999999938e-02,-5.550600000000000152e-03,1.171999999999999986e-01,2.704799999999999982e-01,1.128299999999999997e-01,1.186699999999999977e-01,2.566599999999999993e-01,2.322299999999999920e-01,7.791599999999999915e-02,2.367499999999999882e-01,6.425500000000000655e-02,-1.738900000000000168e-02
1.024199999999999972e-01,9.408900000000000596e-02,1.021900000000000065e-02,2.063699999999999979e-01,5.470699999999999869e-02,1.979400000000000048e-01,4.806799999999999962e-01,1.896899999999999975e-01,1.000000000000000000e+00,2.230900000000000105e-01,4.258000000000000118e-01,7.865199999999999969e-02,2.463299999999999934e-01,-2.951000000000000151e-02,1.931599999999999984e-01,2.693100000000000008e-02,4.284299999999999914e-02,-5.589000000000000218e-02,-8.332199999999999329e-02,-1.253700000000000092e-01,-1.899899999999999922e-01,-1.057199999999999945e-01,-2.586000000000000104e-02,-1.076500000000000026e-02,1.716699999999999893e-01,9.218999999999999417e-02,-5.442599999999999695e-03,1.534000000000000086e-01,7.275199999999999723e-02,1.305099999999999871e-01,-7.759299999999999531e-02,1.219699999999999951e-02
3.140100000000000113e-01,1.512400000000000133e-01,1.674299999999999955e-01,2.096899999999999875e-01,1.539099999999999913e-01,1.760099999999999998e-01,2.016999999999999904e-01,1.983300000000000063e-01,2.230900000000000105e-01,1.000000000000000000e+00,3.157200000000000006e-01,6.175300000000000233e-02,1.025599999999999984e-01,1.247299999999999937e-01,2.070700000000000041e-01,-3.574499999999999986e-03,1.169400000000000023e-01,-1.323100000000000109e-01,-6.010399999999999771e-02,-1.021999999999999992e-02,-1.354100000000000026e-01,-1.086300000000000043e-01,-2.249699999999999964e-02,-4.285900000000000126e-02,-6.713000000000000217e-03,-3.005499999999999838e-02,-1.893700000000000105e-01,1.340300000000000102e-01,2.144699999999999940e-01,1.505900000000000016e-01,1.750400000000000011e-01,8.783399999999999541e-02
